parcel_id	land_use_type_id	description	name	x_coord_sp	y_coord_sp
101120	26	Vacant Developable	Seattle First Hill/Capitol Hill	1275250	228499
101121	26	Vacant Developable	Seattle First Hill/Capitol Hill	1275250	228517
101122	26	Vacant Developable	Seattle First Hill/Capitol Hill	1275310	228479
101123	26	Vacant Developable	Seattle First Hill/Capitol Hill	1275310	228497
101124	26	Vacant Developable	Seattle First Hill/Capitol Hill	1275310	228516
101125	24	Single Family Residential	Seattle First Hill/Capitol Hill	1275270	228548
101126	17	No Land Use Code	Seattle First Hill/Capitol Hill	1275360	228548
101127	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1275310	228594
101128	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1275280	228634
101129	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1275280	228709
101130	20	Parking	Seattle First Hill/Capitol Hill	1275370	228649
101131	24	Single Family Residential	Seattle First Hill/Capitol Hill	1275360	228469
101132	24	Single Family Residential	Seattle First Hill/Capitol Hill	1275390	228468
101185	26	Vacant Developable	Seattle South Lake Union	1271390	232119
101186	26	Vacant Developable	Seattle South Lake Union	1271350	232020
101187	28	Warehousing	Seattle South Lake Union	1271260	232009
101188	28	Warehousing	Seattle South Lake Union	1271260	232137
101189	18	Office	Seattle South Lake Union	1271480	232122
102696	30	Mixed Use	Seattle Uptown	1264640	229641
102697	30	Mixed Use	Seattle Uptown	1264500	229616
103467	24	Single Family Residential	Bellevue	1304730	228797
103468	24	Single Family Residential	Bellevue	1304720	228724
103469	20	Parking	Bellevue	1304720	228652
103470	20	Parking	Bellevue	1304720	228652
103471	24	Single Family Residential	Bellevue	1304720	228580
103472	3	Commercial	Bellevue	1305080	228407
103473	30	Mixed Use	Bellevue	1305250	228334
103474	26	Vacant Developable	Bellevue	1305310	228272
103475	26	Vacant Developable	Bellevue	1304870	228789
103476	14	Multi-Family Residential	Bellevue	1305070	228655
103477	8	Group Quarters	Bellevue	1305250	228653
103668	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1272090	225370
104002	15	Condo Residential	Greater Downtown Kirkland	1303010	246361
106928	14	Multi-Family Residential	Redmond-Overlake	1321090	238548
106939	18	Office	Redmond-Overlake	1319930	238749
106975	26	Vacant Developable	Redmond-Overlake	1319890	239080
113225	14	Multi-Family Residential	Seattle Downtown	1266220	228179
113341	15	Condo Residential	Kirkland Totem Lake	1310980	259499
113511	26	Vacant Developable	Auburn	1293060	114770
113512	26	Vacant Developable	Auburn	1293060	114724
113513	26	Vacant Developable	Auburn	1293060	114683
113514	26	Vacant Developable	Auburn	1293060	114632
113515	26	Vacant Developable	Auburn	1293060	114544
113516	26	Vacant Developable	Auburn	1292940	114516
113517	24	Single Family Residential	Auburn	1292940	114583
113518	24	Single Family Residential	Auburn	1292940	114645
113519	24	Single Family Residential	Auburn	1292940	114687
113520	24	Single Family Residential	Auburn	1292940	114727
113521	24	Single Family Residential	Auburn	1292940	114773
113522	24	Single Family Residential	Auburn	1292760	114778
113523	14	Multi-Family Residential	Auburn	1292760	114732
113524	24	Single Family Residential	Auburn	1292760	114692
113525	14	Multi-Family Residential	Auburn	1292760	114630
113526	24	Single Family Residential	Auburn	1292790	114521
113527	24	Single Family Residential	Auburn	1292760	114568
113528	24	Single Family Residential	Auburn	1292720	114523
113529	24	Single Family Residential	Auburn	1292650	114545
113530	26	Vacant Developable	Auburn	1292650	114616
113686	30	Mixed Use	Seattle First Hill/Capitol Hill	1274450	229172
114329	30	Mixed Use	Seattle Uptown	1265460	229531
114330	18	Office	Bellevue	1303490	227029
114628	30	Mixed Use	Renton	1300350	177753
115935	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1272820	226937
117937	15	Condo Residential	Seattle Northgate	1270420	261929
117939	15	Condo Residential	Renton	1300950	178995
118175	15	Condo Residential	Seattle Uptown	1262880	231658
118431	15	Condo Residential	Kirkland Totem Lake	1310500	262789
118432	14	Multi-Family Residential	Kirkland Totem Lake	1310160	262719
118496	18	Office	Bellevue	1301730	228137
118497	3	Commercial	Bellevue	1301730	227986
118498	3	Commercial	Bellevue	1301940	228056
118499	3	Commercial	Bellevue	1302500	227618
118500	3	Commercial	Bellevue	1302750	228135
118501	3	Commercial	Bellevue	1302680	228152
118502	3	Commercial	Bellevue	1302840	228131
118503	20	Parking	Bellevue	1302840	227269
118504	3	Commercial	Bellevue	1301940	227585
118505	3	Commercial	Bellevue	1301730	227087
118506	3	Commercial	Bellevue	1301730	227019
118507	3	Commercial	Bellevue	1301730	227214
118508	3	Commercial	Bellevue	1301730	227137
118509	3	Commercial	Bellevue	1301970	227102
118510	3	Commercial	Bellevue	1301830	227104
118511	3	Commercial	Bellevue	1302160	227098
118512	3	Commercial	Bellevue	1302780	227135
118513	3	Commercial	Bellevue	1302770	226965
118514	3	Commercial	Bellevue	1302830	226994
118515	3	Commercial	Bellevue	1302700	226992
118516	18	Office	Bellevue	1303450	227754
118517	18	Office	Bellevue	1303450	228064
118518	3	Commercial	Bellevue	1303830	227783
118519	3	Commercial	Bellevue	1303940	228072
118520	3	Commercial	Bellevue	1303800	228075
118521	2	Civic and Quasi-Public	Bellevue	1303880	227693
118522	18	Office	Bellevue	1304130	227622
118523	26	Vacant Developable	Bellevue	1303710	228076
118524	26	Vacant Developable	Bellevue	1304140	227791
118525	18	Office	Bellevue	1304140	228005
118526	3	Commercial	Bellevue	1304130	227269
118527	3	Commercial	Bellevue	1304130	227484
118528	3	Commercial	Bellevue	1304130	227416
118529	18	Office	Bellevue	1304120	227021
118530	18	Office	Bellevue	1304140	227164
118531	3	Commercial	Bellevue	1303840	227375
118532	26	Vacant Developable	Bellevue	1304130	227334
118533	3	Commercial	Bellevue	1304130	227368
118534	2	Civic and Quasi-Public	Bellevue	1303070	227454
118535	18	Office	Bellevue	1303410	227250
118536	3	Commercial	Bellevue	1303510	227446
118537	20	Parking	Bellevue	1303860	226489
118538	18	Office	Bellevue	1304100	226601
118539	18	Office	Bellevue	1304080	226753
118540	18	Office	Bellevue	1304090	226391
118541	3	Commercial	Bellevue	1303860	226339
118542	18	Office	Bellevue	1303860	226704
118543	18	Office	Bellevue	1303710	226782
118544	14	Multi-Family Residential	Bellevue	1303710	226478
118545	30	Mixed Use	Bellevue	1303710	226328
118546	18	Office	Bellevue	1303710	226630
118547	18	Office	Bellevue	1303790	225833
118548	3	Commercial	Bellevue	1303860	225639
118549	3	Commercial	Bellevue	1303720	225641
118550	3	Commercial	Bellevue	1303520	225626
118551	3	Commercial	Bellevue	1303390	225630
118552	3	Commercial	Bellevue	1303440	225945
118553	18	Office	Bellevue	1303150	225778
118554	22	Right-of-Way	Bellevue	1303310	225811
118555	3	Commercial	Bellevue	1303140	226007
118556	30	Mixed Use	Bellevue	1303140	226123
118557	8	Group Quarters	Bellevue	1304150	229386
118558	14	Multi-Family Residential	Bellevue	1304030	229232
118559	30	Mixed Use	Bellevue	1303820	229052
118560	30	Mixed Use	Bellevue	1304130	229045
118561	3	Commercial	Bellevue	1304150	228724
118562	18	Office	Bellevue	1304060	228512
118563	3	Commercial	Bellevue	1304120	228329
118564	3	Commercial	Bellevue	1303920	228334
118565	20	Parking	Bellevue	1303800	228499
118566	18	Office	Bellevue	1303800	228338
118567	26	Vacant Developable	Bellevue	1301700	226857
118568	19	Park and Open Space	Bellevue	1302190	226485
118569	3	Commercial	Bellevue	1302830	226406
118570	3	Commercial	Bellevue	1301720	225681
118571	30	Mixed Use	Bellevue	1301820	225833
118572	3	Commercial	Bellevue	1302180	225667
118573	3	Commercial	Bellevue	1302240	225665
118574	26	Vacant Developable	Bellevue	1302200	225824
118575	17	No Land Use Code	Bellevue	1301750	226305
118576	19	Park and Open Space	Bellevue	1301750	226371
118641	30	Mixed Use	Bellevue	1302780	225758
118642	3	Commercial	Bellevue	1302780	226018
118643	18	Office	Bellevue	1302760	226142
118644	3	Commercial	Bellevue	1302850	226087
121271	8	Group Quarters	Seattle Downtown	1270920	222899
121632	15	Condo Residential	SeaTac	1280860	163646
122355	3	Commercial	Burien	1269620	175763
122356	3	Commercial	Burien	1269560	175772
122357	3	Commercial	Burien	1269480	175729
122358	3	Commercial	Burien	1269500	175599
123284	3	Commercial	Seattle Downtown	1268800	227400
123989	3	Commercial	Kent	1295100	143072
123990	3	Commercial	Kent	1295010	143145
123991	24	Single Family Residential	Kent	1295380	143055
123993	3	Commercial	Kent	1295250	143052
123995	24	Single Family Residential	Kent	1295280	143141
123997	24	Single Family Residential	SeaTac	1279260	157692
123998	24	Single Family Residential	SeaTac	1279200	157693
123999	24	Single Family Residential	SeaTac	1279130	157695
124000	24	Single Family Residential	SeaTac	1279070	157697
124001	24	Single Family Residential	SeaTac	1279000	157699
124002	24	Single Family Residential	SeaTac	1278940	157707
124044	3	Commercial	Federal Way	1275820	118058
124051	18	Office	Federal Way	1273440	118341
124280	30	Mixed Use	Seattle University Community	1275780	242606
124356	14	Multi-Family Residential	Greater Downtown Kirkland	1302330	247424
124357	24	Single Family Residential	Greater Downtown Kirkland	1302210	247426
126027	30	Mixed Use	Redmond Downtown	1322080	248426
128540	15	Condo Residential	Seattle First Hill/Capitol Hill	1274750	225841
128541	24	Single Family Residential	Burien	1266770	175320
128542	24	Single Family Residential	Burien	1266770	175384
128543	24	Single Family Residential	Burien	1266770	175450
128544	24	Single Family Residential	Burien	1266770	175514
128545	24	Single Family Residential	Burien	1266780	175576
128546	24	Single Family Residential	Burien	1266780	175636
128547	24	Single Family Residential	Burien	1266790	175697
128548	24	Single Family Residential	Burien	1266790	175758
128549	24	Single Family Residential	Burien	1266760	175839
128550	24	Single Family Residential	Burien	1266840	175839
128551	24	Single Family Residential	Burien	1266910	175839
128552	24	Single Family Residential	Burien	1266980	175839
128553	24	Single Family Residential	Burien	1266940	175757
128554	24	Single Family Residential	Burien	1266920	175698
128555	24	Single Family Residential	Burien	1266900	175639
128556	24	Single Family Residential	Burien	1266890	175576
128557	24	Single Family Residential	Burien	1266890	175512
128558	24	Single Family Residential	Burien	1266880	175448
128559	24	Single Family Residential	Burien	1266880	175382
128560	24	Single Family Residential	Burien	1266870	175319
128561	24	Single Family Residential	Burien	1267060	175316
128562	24	Single Family Residential	Burien	1267060	175375
128563	24	Single Family Residential	Burien	1267060	175437
128564	24	Single Family Residential	Burien	1267070	175499
128565	24	Single Family Residential	Burien	1267080	175559
128566	24	Single Family Residential	Burien	1267090	175619
128567	24	Single Family Residential	Burien	1267110	175680
128568	24	Single Family Residential	Burien	1267120	175747
128569	24	Single Family Residential	Burien	1267100	175834
128570	24	Single Family Residential	Burien	1267160	175833
128571	24	Single Family Residential	Burien	1267220	175832
128572	24	Single Family Residential	Burien	1267290	175831
128573	24	Single Family Residential	Burien	1267250	175746
128574	24	Single Family Residential	Burien	1267250	175684
128575	24	Single Family Residential	Burien	1267240	175622
128576	24	Single Family Residential	Burien	1267240	175560
128577	24	Single Family Residential	Burien	1267230	175498
128578	24	Single Family Residential	Burien	1267230	175437
128579	24	Single Family Residential	Burien	1267230	175376
128580	24	Single Family Residential	Burien	1267230	175315
129734	30	Mixed Use	Seattle Downtown	1269330	224604
130980	24	Single Family Residential	Greater Downtown Kirkland	1303220	247356
130981	24	Single Family Residential	Greater Downtown Kirkland	1303220	247296
130982	14	Multi-Family Residential	Greater Downtown Kirkland	1303310	247294
130983	24	Single Family Residential	Greater Downtown Kirkland	1302970	247483
130984	24	Single Family Residential	Greater Downtown Kirkland	1302970	247408
130985	24	Single Family Residential	Greater Downtown Kirkland	1302960	247341
130986	24	Single Family Residential	Greater Downtown Kirkland	1302960	247296
130987	24	Single Family Residential	Greater Downtown Kirkland	1302960	247251
130988	24	Single Family Residential	Greater Downtown Kirkland	1303060	247286
130989	24	Single Family Residential	Greater Downtown Kirkland	1303060	247241
130990	24	Single Family Residential	Greater Downtown Kirkland	1303060	247338
130991	14	Multi-Family Residential	Greater Downtown Kirkland	1303060	247398
130992	24	Single Family Residential	Greater Downtown Kirkland	1303070	247493
130993	24	Single Family Residential	Greater Downtown Kirkland	1303060	247448
130994	24	Single Family Residential	Greater Downtown Kirkland	1302720	247497
130995	24	Single Family Residential	Greater Downtown Kirkland	1302720	247437
130996	24	Single Family Residential	Greater Downtown Kirkland	1302710	247347
130997	24	Single Family Residential	Greater Downtown Kirkland	1302710	247257
130998	24	Single Family Residential	Greater Downtown Kirkland	1302810	247232
130999	24	Single Family Residential	Greater Downtown Kirkland	1302810	247307
131000	24	Single Family Residential	Greater Downtown Kirkland	1302820	247375
131001	24	Single Family Residential	Greater Downtown Kirkland	1302820	247435
131002	24	Single Family Residential	Greater Downtown Kirkland	1302790	247496
131003	24	Single Family Residential	Greater Downtown Kirkland	1302840	247494
131004	24	Single Family Residential	Greater Downtown Kirkland	1302470	247499
131005	24	Single Family Residential	Greater Downtown Kirkland	1302470	247439
131006	14	Multi-Family Residential	Greater Downtown Kirkland	1302470	247384
131007	26	Vacant Developable	Greater Downtown Kirkland	1302560	247276
131008	24	Single Family Residential	Greater Downtown Kirkland	1302560	247351
131009	24	Single Family Residential	Greater Downtown Kirkland	1302570	247411
131010	14	Multi-Family Residential	Greater Downtown Kirkland	1302570	247486
132751	25	Transportation, Communication, Utilities	Renton	1300870	180025
132758	26	Vacant Developable	Renton	1301120	176339
132759	3	Commercial	Renton	1300900	176222
132760	18	Office	Renton	1301240	176141
132774	24	Single Family Residential	Renton	1301000	176312
132778	26	Vacant Developable	Renton	1300660	176007
132784	24	Single Family Residential	Renton	1300700	176330
132823	14	Multi-Family Residential	Renton	1300640	176120
132824	14	Multi-Family Residential	Renton	1300700	176279
132851	17	No Land Use Code	Renton	1301860	178657
133170	22	Right-of-Way	Seattle University Community	1274810	242343
133171	22	Right-of-Way	Seattle University Community	1273470	242622
134350	30	Mixed Use	Renton	1299660	178472
134598	30	Mixed Use	Seattle First Hill/Capitol Hill	1275450	227857
134599	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1275450	227769
134600	30	Mixed Use	Seattle First Hill/Capitol Hill	1275470	227697
134601	30	Mixed Use	Seattle First Hill/Capitol Hill	1275410	227676
134602	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1275430	228311
134603	26	Vacant Developable	Seattle First Hill/Capitol Hill	1275490	228332
134604	26	Vacant Developable	Seattle First Hill/Capitol Hill	1275490	228317
134605	26	Vacant Developable	Seattle First Hill/Capitol Hill	1275490	228304
134606	26	Vacant Developable	Seattle First Hill/Capitol Hill	1275490	228289
134607	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1275460	228251
134608	26	Vacant Developable	Seattle First Hill/Capitol Hill	1275490	228209
134609	26	Vacant Developable	Seattle First Hill/Capitol Hill	1275490	228189
134610	26	Vacant Developable	Seattle First Hill/Capitol Hill	1275490	228171
134611	26	Vacant Developable	Seattle First Hill/Capitol Hill	1275430	228172
134612	26	Vacant Developable	Seattle First Hill/Capitol Hill	1275430	228191
134613	26	Vacant Developable	Seattle First Hill/Capitol Hill	1275430	228210
134614	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1275460	228131
134615	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1275470	228678
134616	23	School	Seattle First Hill/Capitol Hill	1275470	228618
134617	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1275470	228558
134618	24	Single Family Residential	Seattle First Hill/Capitol Hill	1275470	228505
134619	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1275460	228445
134907	30	Mixed Use	Seattle Downtown	1265490	228847
134933	3	Commercial	Auburn	1294810	116375
134935	18	Office	Auburn	1294810	116258
134936	26	Vacant Developable	Auburn	1294880	116263
134937	24	Single Family Residential	Auburn	1295310	116400
134938	24	Single Family Residential	Auburn	1295230	116396
134939	24	Single Family Residential	Auburn	1295180	116394
134940	24	Single Family Residential	Auburn	1295130	116392
134941	24	Single Family Residential	Auburn	1295080	116390
134942	24	Single Family Residential	Auburn	1295030	116388
134943	24	Single Family Residential	Auburn	1294980	116385
134944	18	Office	Auburn	1294990	116266
134945	26	Vacant Developable	Auburn	1295030	116268
134946	28	Warehousing	Auburn	1295110	116271
134947	24	Single Family Residential	Auburn	1295180	116275
134948	24	Single Family Residential	Auburn	1295230	116277
134949	24	Single Family Residential	Auburn	1295280	116279
134950	24	Single Family Residential	Auburn	1295340	116282
134951	24	Single Family Residential	Auburn	1295450	116407
134952	24	Single Family Residential	Auburn	1295500	116409
134953	18	Office	Auburn	1295050	116148
134954	3	Commercial	Auburn	1295050	116093
134955	3	Commercial	Auburn	1294840	116099
134956	26	Vacant Developable	Auburn	1294740	116095
134957	26	Vacant Developable	Auburn	1294670	116118
134958	18	Office	Auburn	1294660	116063
134959	18	Office	Auburn	1294620	115964
134960	26	Vacant Developable	Auburn	1294700	115971
134961	3	Commercial	Auburn	1294820	115976
134962	24	Single Family Residential	Auburn	1295010	115994
134963	24	Single Family Residential	Auburn	1295210	116113
134964	26	Vacant Developable	Auburn	1295160	116115
134965	26	Vacant Developable	Auburn	1295080	116010
134966	18	Office	Auburn	1294820	115816
134967	18	Office	Auburn	1294610	115805
135392	24	Single Family Residential	Greater Downtown Kirkland	1304510	249251
135393	24	Single Family Residential	Greater Downtown Kirkland	1304440	249253
135394	24	Single Family Residential	Greater Downtown Kirkland	1304440	249140
135395	24	Single Family Residential	Greater Downtown Kirkland	1304510	249139
135396	24	Single Family Residential	Greater Downtown Kirkland	1304580	249138
135397	24	Single Family Residential	Greater Downtown Kirkland	1304580	248988
135398	24	Single Family Residential	Greater Downtown Kirkland	1304510	248989
135399	24	Single Family Residential	Greater Downtown Kirkland	1304420	248972
135400	17	No Land Use Code	Greater Downtown Kirkland	1304350	249015
135505	30	Mixed Use	Seattle Downtown	1267530	226988
135812	15	Condo Residential	Seattle Northgate	1271550	262682
135931	3	Commercial	Burien	1270010	176502
135932	3	Commercial	Burien	1269910	176425
135933	3	Commercial	Burien	1269750	176356
135934	3	Commercial	Burien	1269520	176195
135935	3	Commercial	Burien	1269520	176396
135936	3	Commercial	Burien	1269570	176056
135937	3	Commercial	Burien	1269430	176056
135938	3	Commercial	Burien	1269500	175444
135939	3	Commercial	Burien	1269690	175587
135940	3	Commercial	Burien	1269780	175660
135941	3	Commercial	Burien	1269690	175778
136010	22	Right-of-Way	Burien	1269630	174885
136011	3	Commercial	Burien	1269530	174684
136012	3	Commercial	Burien	1269400	174692
136013	3	Commercial	Burien	1269490	174917
136014	3	Commercial	Burien	1269480	175116
136015	18	Office	Burien	1269490	174805
136016	3	Commercial	Burien	1269500	175039
136017	3	Commercial	Burien	1269410	174031
136018	3	Commercial	Burien	1269480	174136
136199	15	Condo Residential	Seattle Uptown	1267160	232529
136200	15	Condo Residential	Seattle First Hill/Capitol Hill	1272070	229533
136440	30	Mixed Use	Seattle Downtown	1269900	228324
139168	30	Mixed Use	Seattle Uptown	1264850	230930
139977	15	Condo Residential	Kirkland Totem Lake	1306990	263850
140041	15	Condo Residential	Seattle First Hill/Capitol Hill	1276150	229703
140042	14	Multi-Family Residential	Renton	1299480	176134
140082	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1274750	224813
140085	15	Condo Residential	Seattle Uptown	1263970	231868
140094	15	Condo Residential	Seattle First Hill/Capitol Hill	1275640	228093
142089	20	Parking	Seattle First Hill/Capitol Hill	1276350	229939
142100	24	Single Family Residential	Seattle First Hill/Capitol Hill	1276020	229972
142101	24	Single Family Residential	Seattle First Hill/Capitol Hill	1276020	229942
142102	26	Vacant Developable	Seattle First Hill/Capitol Hill	1275970	229898
142103	26	Vacant Developable	Seattle First Hill/Capitol Hill	1275980	229898
142104	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1276060	229896
142105	26	Vacant Developable	Seattle First Hill/Capitol Hill	1276000	229897
142106	26	Vacant Developable	Seattle First Hill/Capitol Hill	1276020	229897
142107	26	Vacant Developable	Seattle First Hill/Capitol Hill	1276030	229896
142108	26	Vacant Developable	Seattle First Hill/Capitol Hill	1276140	229904
142109	26	Vacant Developable	Seattle First Hill/Capitol Hill	1276120	229904
142110	26	Vacant Developable	Seattle First Hill/Capitol Hill	1276160	229903
142111	26	Vacant Developable	Seattle First Hill/Capitol Hill	1276200	229875
142112	26	Vacant Developable	Seattle First Hill/Capitol Hill	1276200	229897
142113	26	Vacant Developable	Seattle First Hill/Capitol Hill	1276200	229914
142114	26	Vacant Developable	Seattle First Hill/Capitol Hill	1276200	229932
142120	25	Transportation, Communication, Utilities	Seattle First Hill/Capitol Hill	1275720	230140
142121	18	Office	Seattle First Hill/Capitol Hill	1275670	230155
142122	9	Hospital, Convalescent Center	Seattle First Hill/Capitol Hill	1275700	229994
142123	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1275830	229902
142124	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1275830	229962
142125	20	Parking	Seattle First Hill/Capitol Hill	1275840	230080
142126	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1276020	229771
142127	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1276010	229627
142128	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1276150	229613
142129	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1276150	229773
142130	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1276320	229779
142131	24	Single Family Residential	Seattle First Hill/Capitol Hill	1276380	229778
142132	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1276340	229739
142133	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1276340	229699
142134	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1276340	229659
142147	26	Vacant Developable	Greater Downtown Kirkland	1302300	247640
142148	24	Single Family Residential	Greater Downtown Kirkland	1302370	247638
142149	24	Single Family Residential	Greater Downtown Kirkland	1302430	247640
142150	24	Single Family Residential	Greater Downtown Kirkland	1302480	247638
142151	14	Multi-Family Residential	Greater Downtown Kirkland	1302530	247637
142152	24	Single Family Residential	Greater Downtown Kirkland	1302630	247634
142153	24	Single Family Residential	Greater Downtown Kirkland	1302810	247629
142154	24	Single Family Residential	Greater Downtown Kirkland	1302740	247631
142155	24	Single Family Residential	Greater Downtown Kirkland	1303350	247608
142156	24	Single Family Residential	Greater Downtown Kirkland	1303400	247607
142157	24	Single Family Residential	Greater Downtown Kirkland	1303450	247606
142158	14	Multi-Family Residential	Greater Downtown Kirkland	1303540	247603
142159	24	Single Family Residential	Greater Downtown Kirkland	1303570	247703
142160	24	Single Family Residential	Greater Downtown Kirkland	1303510	247705
142161	24	Single Family Residential	Greater Downtown Kirkland	1303450	247706
142162	24	Single Family Residential	Greater Downtown Kirkland	1303400	247712
142163	24	Single Family Residential	Greater Downtown Kirkland	1303350	247703
142164	18	Office	Greater Downtown Kirkland	1303250	247660
142165	24	Single Family Residential	Greater Downtown Kirkland	1303650	247601
142166	24	Single Family Residential	Greater Downtown Kirkland	1303710	247599
142167	24	Single Family Residential	Greater Downtown Kirkland	1303760	247598
142168	24	Single Family Residential	Greater Downtown Kirkland	1303810	247597
142169	24	Single Family Residential	Greater Downtown Kirkland	1303860	247596
142170	24	Single Family Residential	Greater Downtown Kirkland	1303910	247594
142171	24	Single Family Residential	Greater Downtown Kirkland	1303960	247593
142172	24	Single Family Residential	Greater Downtown Kirkland	1304010	247592
142173	24	Single Family Residential	Greater Downtown Kirkland	1303980	247694
142174	24	Single Family Residential	Greater Downtown Kirkland	1303910	247696
142175	26	Vacant Developable	Greater Downtown Kirkland	1303860	247697
142176	24	Single Family Residential	Greater Downtown Kirkland	1303810	247698
142177	24	Single Family Residential	Greater Downtown Kirkland	1303760	247699
142178	24	Single Family Residential	Greater Downtown Kirkland	1303710	247700
142179	24	Single Family Residential	Greater Downtown Kirkland	1303650	247702
142180	24	Single Family Residential	Greater Downtown Kirkland	1303690	247836
142181	24	Single Family Residential	Greater Downtown Kirkland	1303690	247887
142182	24	Single Family Residential	Greater Downtown Kirkland	1303770	247862
142183	24	Single Family Residential	Greater Downtown Kirkland	1303820	247861
142184	24	Single Family Residential	Greater Downtown Kirkland	1303870	247870
142185	24	Single Family Residential	Greater Downtown Kirkland	1303930	247859
142186	24	Single Family Residential	Greater Downtown Kirkland	1304000	247858
142187	26	Vacant Developable	Greater Downtown Kirkland	1303970	247960
142188	26	Vacant Developable	Greater Downtown Kirkland	1304010	247959
142189	24	Single Family Residential	Greater Downtown Kirkland	1303920	247961
142190	24	Single Family Residential	Greater Downtown Kirkland	1303870	247972
142191	14	Multi-Family Residential	Greater Downtown Kirkland	1303770	247963
142192	24	Single Family Residential	Greater Downtown Kirkland	1303670	247965
142193	24	Single Family Residential	Greater Downtown Kirkland	1303230	247901
142194	24	Single Family Residential	Greater Downtown Kirkland	1303230	247851
142195	24	Single Family Residential	Greater Downtown Kirkland	1303310	247870
142196	24	Single Family Residential	Greater Downtown Kirkland	1303360	247869
142197	14	Multi-Family Residential	Greater Downtown Kirkland	1303430	247868
142198	24	Single Family Residential	Greater Downtown Kirkland	1303510	247866
142199	24	Single Family Residential	Greater Downtown Kirkland	1303560	247866
142200	24	Single Family Residential	Greater Downtown Kirkland	1303540	247989
142201	24	Single Family Residential	Greater Downtown Kirkland	1303530	247939
142202	14	Multi-Family Residential	Greater Downtown Kirkland	1303440	247968
142203	14	Multi-Family Residential	Greater Downtown Kirkland	1303340	247970
142204	24	Single Family Residential	Greater Downtown Kirkland	1303260	247971
142205	24	Single Family Residential	Greater Downtown Kirkland	1303210	247971
142403	30	Mixed Use	Seattle First Hill/Capitol Hill	1272310	228087
142404	20	Parking	Seattle First Hill/Capitol Hill	1273140	228910
142405	20	Parking	Seattle First Hill/Capitol Hill	1273060	228944
142406	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273040	228960
142407	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273060	229005
142408	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273020	229065
142409	3	Commercial	Seattle First Hill/Capitol Hill	1273100	229549
142410	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1273110	230181
142411	14	Multi-Family Residential	Seattle First Hill/Capitol Hill	1272990	230158
142412	24	Single Family Residential	Seattle First Hill/Capitol Hill	1272990	230195
142413	24	Single Family Residential	Seattle First Hill/Capitol Hill	1272990	230220
142799	3	Commercial	Auburn	1294910	115379
142800	30	Mixed Use	Auburn	1294780	115374
142805	3	Commercial	Auburn	1294850	115377
142810	3	Commercial	Auburn	1295080	113972
144425	26	Vacant Developable	Renton	1300370	180301
144447	14	Multi-Family Residential	Renton	1299550	175974
144448	10	Industrial	Renton	1300440	176005
144450	19	Park and Open Space	Renton	1300390	176404
144455	28	Warehousing	Renton	1300170	176254
144457	24	Single Family Residential	Renton	1300170	176108
144458	14	Multi-Family Residential	Renton	1300160	175943
144460	24	Single Family Residential	Renton	1300180	176009
144461	24	Single Family Residential	Renton	1300220	176155
144463	26	Vacant Developable	Renton	1300240	176253
144470	24	Single Family Residential	Renton	1300330	176259
144476	24	Single Family Residential	Renton	1300280	176252
144480	24	Single Family Residential	Renton	1300200	176058
144493	26	Vacant Developable	Renton	1300560	176020
144496	14	Multi-Family Residential	Renton	1300570	176335
144503	24	Single Family Residential	Renton	1300250	176107
144507	24	Single Family Residential	Renton	1299050	175932
144509	20	Parking	Renton	1299080	176679
144510	26	Vacant Developable	Renton	1299070	176475
144512	24	Single Family Residential	Renton	1299070	176525
144519	24	Single Family Residential	Renton	1299060	176316
144521	18	Office	Renton	1300670	180592
144522	24	Single Family Residential	Renton	1299060	176425
144528	2	Civic and Quasi-Public	Renton	1300620	180387
144529	24	Single Family Residential	Renton	1300710	180795
144534	3	Commercial	Renton	1299070	176624
144536	14	Multi-Family Residential	Renton	1299060	176266
144542	18	Office	Renton	1299070	176574
